Gene;Log2Fc sEC/cEC;Mean cEC;Mean sEC;Log2Fc sPC/cPC;Mean cPC;Mean sPC;Log 2Fc sAC/cAC;Mean cAC;Mean sAC;Log2Fc sMG/cMG;Mean cMG;Mean sMG;cEC_exp;cPC_exp;cAC_exp;cMG_exp;sEC_exp;sPC_exp;sAC_exp;sMG_exp;EC_reg;PC_reg;AC_reg;MG_reg
Ptpn18;-0,12;63;56;2,72;8;59;0,58;22;33;-0,26;795;639;0;0;0;1;1;0;0;1;0;0;0;0
Lpar5;-0,98;8;3;3,5;0;13;-1,46;9;2;-0,94;290;144;0;0;0;1;0;0;0;1;0;0;0;0
Ccnd2;-0,58;1998;1314;-0,44;6311;4499;0,04;1085;1075;1,21;169;378;1;1;1;1;1;1;1;1;0;0;0;1
Tpd52;0,04;2378;2414;0,8;680;1126;0,75;506;810;1,27;2095;4839;1;1;1;1;1;1;1;1;0;0;0;1
Tmem131l;-0,27;68;55;-0,61;1175;744;-0,08;136;125;-1,13;1218;534;0;1;1;1;0;1;1;1;0;0;0;1
Trim30a;0,09;573;599;2,12;30;129;1,22;42;97;0,35;780;955;1;0;0;1;1;1;1;1;0;0;0;0
Ccdc74a;-1,39;27;10;-3,01;35;3;-0,45;427;306;-1,71;7;1;0;0;1;0;0;0;1;0;0;0;0;0
Pick1;-0,4;194;143;-1,65;228;69;-0,19;477;404;-0,57;156;100;1;1;1;1;1;0;1;1;0;0;0;0
Rbm34;-0,34;321;252;0,6;165;240;0,16;272;295;0,81;291;489;1;1;1;1;1;1;1;1;0;0;0;1
Spock3;3,79;0;16;-0,86;25;12;0,42;349;442;0,68;2;4;0;0;1;0;0;0;1;0;0;0;0;0
Wdsub1;-0,16;491;433;-0,39;491;360;-0,25;366;298;-0,52;336;223;1;1;1;1;1;1;1;1;0;0;0;0
Enoph1;0,55;373;536;0,72;298;467;-0,22;750;616;0,34;625;757;1;1;1;1;1;1;1;1;0;0;0;0
Dact2;1,37;0;1;0,46;16;22;-0,03;34;32;NA;0;0;0;0;1;0;0;0;1;0;0;0;0;0
Pthlh;-1,35;187;71;-0,26;21;16;0,2;2;3;-0,18;1;1;1;0;0;0;0;0;0;0;0;0;0;0
Atp13a4;0,4;2;2;-1,9;31;7;-0,32;2003;1558;0,6;11;16;0;0;1;0;0;0;1;0;0;0;0;0
Rsph3b;0,23;32;37;-0,71;142;83;0,01;57;55;0,81;25;43;1;1;1;1;1;1;1;0;0;0;0;0
Jakmip2;-0,48;19;13;0,48;16;22;0,11;127;131;-3,1;8;0;0;0;1;0;0;0;1;0;0;0;0;0
Dcaf13;0,42;642;845;0,43;497;644;0,04;470;470;0,86;588;1023;1;1;1;1;1;1;1;1;0;0;0;1
Selenon;0,4;391;508;0,99;127;241;0,17;303;331;0,55;282;396;1;1;1;1;1;1;1;1;0;0;0;0
Raver2;0,64;8;12;-1,26;183;73;-0,45;504;355;0,03;28;28;0;1;1;0;0;0;1;0;0;0;0;0
Gm37125;-0,05;25;24;0,26;17;20;-0,68;2;1;-0,09;73;65;0;0;0;1;0;0;0;1;0;0;0;0
Setd3;-0,23;1013;851;-0,48;1463;1004;0,07;914;918;-0,1;849;757;1;1;1;1;1;1;1;1;0;0;0;0
Sox7;-0,07;1571;1469;2,35;16;81;0,77;121;199;0,41;8;10;1;0;1;0;1;1;1;0;0;0;0;0
Ecm1;0,08;4956;5136;0,31;6435;7637;1,68;340;1065;2,3;191;906;1;1;1;1;1;1;1;1;0;0;0;1
Zfp423;0,24;507;589;-0,85;398;209;-0,36;777;588;-1,1;25;10;1;1;1;0;1;1;1;0;0;0;0;0
H2-DMa;0,22;210;240;1,85;103;357;-0,15;152;130;-0,55;5516;3610;1;1;1;1;1;1;1;1;0;0;0;0
Sdhaf4;-0,11;372;339;0,93;98;179;-0,34;331;253;0,41;273;346;1;1;1;1;1;1;1;1;0;0;0;0
Gm45605;-1,43;39;13;1,2;19;44;0,54;23;32;1,09;4;11;0;0;0;0;0;0;1;0;0;0;0;0
Yeats4;0,27;269;319;0,69;201;310;0,07;169;170;-0,1;403;360;1;1;1;1;1;1;1;1;0;0;0;0
C5ar1;2,26;414;1926;3,85;217;2973;2,06;339;1344;0,77;16435;26874;0;0;1;1;1;0;1;1;0;0;0;1
Plin3;-0,1;1516;1384;-0,31;2104;1630;-0,45;2385;1684;1,2;419;924;1;1;1;1;1;1;1;1;0;0;0;1
Gdpd5;0,46;516;702;1,34;350;839;-0,66;432;263;1,15;73;157;1;1;1;1;1;1;1;1;0;0;0;0
Tbl2;0,75;262;433;0,66;259;392;0,09;740;756;0,32;611;731;1;1;1;1;1;1;1;1;0;0;0;0
Bcs1l;0,08;188;198;-0,84;290;155;-0,04;244;229;0,46;203;270;1;1;1;1;1;1;1;1;0;0;0;0
Megf6;-1,01;1018;500;-2,66;34;4;-0,64;159;99;-2,65;5;0;1;0;0;0;1;0;0;0;0;0;0;0
Gpatch3;-0,63;138;88;-0,81;124;67;0,57;93;133;0,02;338;327;1;1;1;1;1;1;1;1;0;0;0;0
Mavs;-0,05;464;440;-0,44;1192;841;-0,13;1028;909;-0,24;1165;944;1;1;1;1;1;1;1;1;0;0;0;0
Oaz2-ps;0,43;4;6;-0,38;21;16;-0,16;4;3;0,08;7;7;0;1;0;0;0;0;0;0;0;0;0;0
Cars;1;244;475;1,18;220;479;0,21;493;554;0,11;686;707;1;1;1;1;1;1;1;1;0;0;0;0
Itgam;1,93;40;149;3,14;18;159;1,73;30;99;0,23;1773;1995;0;0;0;1;0;0;0;1;0;0;0;0
Gemin8;-0,74;113;67;1,53;28;79;-0,42;131;95;-0,04;47;43;1;0;1;1;1;1;1;1;0;0;0;0
Cyp51;0,99;256;499;0,8;599;1000;0,56;1555;2193;0,28;279;324;1;1;1;1;1;1;1;1;1;0;0;0
Syne1;-0,49;1826;1287;-0,94;1397;699;-0,25;2601;2125;-0,67;43;25;1;1;1;0;1;1;1;0;0;0;0;0
Cth;0,48;11;14;0,63;15;22;-0,75;603;347;-0,97;6;2;0;0;1;0;0;0;1;0;0;0;0;0
Adcy7;0,71;67;105;2,4;29;154;0,71;38;61;-0,76;2189;1237;0;0;0;1;0;0;0;1;0;0;0;1
Gid8;-0,1;295;269;-0,34;369;279;-0,07;178;162;-0,28;260;205;1;1;1;1;1;1;1;1;0;0;0;0
Gtf2i;-0,71;1568;942;-0,44;1328;948;-0,37;2040;1525;-0,83;1440;772;1;1;1;1;1;1;1;1;0;0;0;1
Plxnb1;0,35;93;117;-0,99;1377;669;-0,31;2947;2296;-0,29;49;38;1;1;1;0;1;1;1;1;0;0;0;0
Rps25;-0,08;1845;1720;0,48;945;1257;0,46;613;808;0,51;1981;2701;1;1;1;1;1;1;1;1;0;0;0;0
Entpd3;0,35;12;16;2,38;57;284;1,38;8;22;0,25;8;9;0;0;0;0;0;1;1;0;0;0;0;0
Ica1l;-0,13;251;227;3,18;1;20;0,08;21;21;-1,89;50;12;1;0;0;1;1;0;0;0;0;0;0;1
Gm16499;-0,55;24;15;-1,32;27;10;-0,24;138;114;-1,14;1;0;0;0;1;0;0;0;1;0;0;0;0;0
Aspg;2,89;0;6;2,62;4;31;2,11;89;373;3,56;0;11;0;0;0;0;0;0;1;0;0;0;1;0
Adamts1;1,12;8314;17766;0,62;13976;20717;1,64;1113;3345;0,16;5451;5847;1;1;1;1;1;1;1;1;0;0;1;0
Efna3;-0,35;32;24;-0,6;23;14;0,24;2;2;-0,78;1;0;0;1;0;0;0;0;0;0;0;0;0;0
Noc2l;1,23;284;656;0,61;603;877;0,65;485;736;0,23;1544;1740;1;1;1;1;1;1;1;1;0;0;0;0
Cib1;-0,13;1180;1062;0,68;449;690;-0,35;1158;879;0,25;940;1070;1;1;1;1;1;1;1;1;0;0;0;0
Vstm4;0,05;25;26;-0,71;2836;1667;-0,55;805;532;-0,17;37;31;0;1;1;0;0;1;1;0;0;0;0;0
B230219D22Rik;-0,53;1453;993;-0,51;2529;1710;0,08;707;718;-0,4;664;483;1;1;1;1;1;1;1;1;0;0;0;0
Sart1;0,26;845;993;-0,35;1336;1003;0,2;837;928;-0,21;872;721;1;1;1;1;1;1;1;1;0;0;0;0
Ctsh;-0,77;8502;4907;0,82;934;1569;-0,06;804;746;-0,37;12464;9222;1;1;1;1;1;1;1;1;0;0;0;0
Gm10134;-0,15;0;0;0,3;16;20;-0,2;2;2;-1,18;73;30;0;0;0;1;0;0;0;1;0;0;0;1
Irak4;-0,2;320;274;0,61;189;276;0,52;92;127;-0,17;441;376;1;1;1;1;1;1;1;1;0;0;0;0
Stk39;1,27;43;105;0,87;361;639;0,31;314;374;-0,21;35;29;0;1;1;0;1;1;1;0;0;0;0;0
Fam3a;-0,44;524;379;-0,39;584;428;-0,26;308;247;-0,72;923;536;1;1;1;1;1;1;1;1;0;0;0;0
Slc16a2;-0,68;3878;2383;-0,77;1054;598;0,12;734;771;-1,4;72;25;1;1;1;1;1;1;1;0;0;0;0;0
Daglb;0,29;341;405;1,28;273;629;-0,11;1153;1025;-0,57;6191;3992;1;1;1;1;1;1;1;1;0;0;0;0
Plpp2;0,84;75;133;0,43;299;388;0,47;234;310;0,08;252;255;0;1;1;1;1;1;1;1;0;0;0;0
Mllt3;-1,11;435;199;-0,72;358;207;-0,33;216;166;-1,05;34;15;1;1;1;0;1;1;1;0;1;0;0;0
Chgb;-0,67;1;0;-0,36;21;15;0,37;89;111;-2,15;3;0;0;0;1;0;0;0;0;0;0;0;0;0
Ube2a;-0,49;1311;919;0,46;548;720;0,25;759;863;0,6;1013;1470;1;1;1;1;1;1;1;1;0;0;0;0
Map3k12;-0,52;92;63;-0,97;152;74;-0,22;365;303;-0,97;164;80;0;1;1;1;1;1;1;0;0;0;0;0
Adgrl3;0,13;168;183;0,54;15;21;-0,06;390;361;0,53;3;4;1;0;1;0;1;0;1;0;0;0;0;0
Vps41;0,11;688;729;-0,63;1374;855;-0,11;1108;990;-0,05;966;896;1;1;1;1;1;1;1;1;0;0;0;0
Adamts16;-1,41;1;0;-2,84;34;3;-1,35;9;3;-1,3;90;34;0;0;0;1;0;0;0;0;0;0;0;0
Arhgap32;0,5;43;60;-2,79;70;9;-0,13;351;308;-1,07;74;33;0;0;1;1;1;0;1;0;0;0;0;0
Chrnb4;1,04;0;2;0,4;15;20;-0,53;42;27;0,23;1;1;0;0;1;0;0;0;0;0;0;0;0;0
Rab33b;0,2;394;445;-0,53;651;434;-0,02;1010;958;-0,1;209;187;1;1;1;1;1;1;1;1;0;0;0;0
Trap1;0,48;707;968;0,31;1222;1460;0,16;1139;1227;0,25;849;966;1;1;1;1;1;1;1;1;0;0;0;0
Zbtb40;0,08;78;82;-1,39;181;66;-0,96;88;43;-0,3;69;53;1;1;1;1;1;0;1;1;0;0;0;0
Asic1;0,53;15;22;-1,04;25;11;-0,03;116;109;-0,67;6;3;0;0;1;0;0;0;1;0;0;0;0;0
Lat2;1,67;52;167;4,3;11;221;1,64;34;104;0,74;1080;1727;0;0;0;1;0;0;0;1;0;0;0;1
Yipf5;-0,04;909;870;0,37;877;1083;-0,08;1512;1380;0,71;1012;1590;1;1;1;1;1;1;1;1;0;0;0;1
Parn;-0,2;455;390;-0,55;986;648;0,05;557;556;-0,5;655;444;1;1;1;1;1;1;1;1;0;0;0;0
Rn7sk;-1,27;80;32;1,28;9;24;0,58;59;85;-0,48;150;102;1;0;1;1;1;0;1;1;0;0;0;0
Lpl;3,69;127;1609;1,02;1133;2177;4,66;40;990;4,02;1319;20521;1;1;0;1;1;1;1;1;1;0;1;1
Rac2;1,76;166;555;3,78;76;1002;2,23;82;369;0,54;3835;5334;0;0;0;1;0;0;1;1;0;0;0;0
Pak4;-0,23;578;483;-0,75;228;130;0,01;271;263;-0,46;209;146;1;1;1;1;1;1;1;0;0;0;0;0
Timm10;0,31;206;251;0,63;140;209;0;407;392;0,79;372;617;1;1;1;1;1;1;1;1;0;0;0;0
Egfl7;0,06;7296;7458;1,17;109;235;0,44;68;89;0,83;58;100;1;1;0;1;1;1;1;1;0;0;0;0
Cisd2;-0,13;809;731;0,52;559;766;0,14;677;713;0,77;914;1497;1;1;1;1;1;1;1;1;0;0;0;1
Herc1;-0,42;635;469;-0,74;638;366;0,09;516;531;-0,48;565;388;1;1;1;1;1;1;1;1;0;0;0;0
Epdr1;-0,33;185;144;0,82;665;1117;-0,1;3931;3539;0,77;43;70;1;1;1;0;1;1;1;0;0;0;0;0
C3ar1;2,4;269;1393;4,36;141;2774;2,05;222;875;0,92;11792;21377;1;0;1;1;1;0;1;1;0;0;0;1
R3hdm2;-0,14;453;402;-0,62;749;468;0,02;237;231;-0,46;272;189;1;1;1;1;1;1;1;1;0;0;0;0
Ccr2;4,78;2;75;4,87;3;124;1,56;17;51;1,43;58;152;0;0;0;1;0;0;0;1;0;0;0;1
Depdc7;0,61;6;10;4,26;0;17;-0,17;66;56;-0,63;206;127;0;0;1;1;0;0;1;1;0;0;0;0
Gm16124;-0,57;29;19;-1,07;82;36;-0,33;38;29;-0,99;13;6;1;1;1;0;0;1;1;0;0;0;0;0
Mark1;-3,21;30;2;-0,69;561;333;0,14;48;51;0;10;9;0;1;1;0;0;1;1;0;0;0;0;0
Alyref;0,75;522;878;1,51;134;370;0,04;457;455;1,62;331;984;1;1;1;1;1;1;1;1;0;0;0;0
Chil1;2,32;31;155;3,11;30;252;1,2;1649;3675;2,17;28;125;0;0;1;0;0;0;1;1;0;0;0;1
P2ry14;-2,92;65;7;-0,72;2162;1262;-1,33;279;107;-0,38;31;22;0;1;1;0;0;1;1;0;0;0;0;0
Gm8228;0,14;21;23;-0,29;20;16;-0,11;5;4;-0,54;6;3;0;1;0;0;1;0;0;0;0;0;0;0
Txnip;-0,55;7867;5295;-0,46;7124;4995;-0,27;1797;1446;-1,09;12918;5832;1;1;1;1;1;1;1;1;0;0;0;1
Sat1;-0,02;5729;5574;0,65;1124;1685;-0,01;3938;3791;-0,45;9154;6421;1;1;1;1;1;1;1;1;0;0;0;0
Tlr2;1,57;252;727;2,94;204;1495;1,35;220;534;0,74;6720;10726;1;0;1;1;1;0;1;1;0;0;0;1
Paqr4;-0,27;829;675;-0,49;834;571;-0,34;3958;3012;-0,01;238;226;1;1;1;1;1;1;1;1;0;0;0;0
Marcks;-0,36;544;418;1,23;243;547;0,09;600;615;-0,58;7183;4623;1;1;1;1;1;1;1;1;0;0;0;0
Nos2;0,39;142;184;2,65;4;30;0,61;2;4;0,81;10;18;1;0;0;0;1;0;0;0;0;0;0;0
Dhx36;0,4;364;477;0,71;265;417;0,06;835;846;0,23;351;397;1;1;1;1;1;1;1;1;0;0;0;0
Plxdc2;0,73;161;258;1,3;404;948;-0,07;1097;997;-0,94;8005;3999;1;1;1;1;1;1;1;1;0;0;0;1
Elovl1;0,24;2545;2945;0,53;1551;2145;0,46;3192;4179;0,64;3123;4680;1;1;1;1;1;1;1;1;0;0;0;1
Mall;0,55;399;575;1,74;7;27;0,39;28;36;0,85;2;6;1;0;0;0;1;0;0;0;0;0;0;0
Hdac11;-2,11;26;5;-0,82;567;309;-0,47;341;235;-2,08;87;19;0;1;1;1;0;1;1;0;0;0;0;1
Hook1;-3,89;55;2;0,25;16;18;0,36;31;40;2,52;0;9;0;0;1;0;0;0;0;0;0;0;0;0
P4htm;0,35;94;117;-0,94;464;233;-0,18;1170;993;0,09;28;29;0;1;1;1;1;1;1;0;0;0;0;0
Sep 08;0,28;287;344;-0,73;4136;2398;0,1;2042;2088;0,43;249;321;1;1;1;1;1;1;1;1;0;0;0;0
Sox2ot;1,94;2;13;-0,45;21;14;0,18;449;485;-1,01;7;2;0;0;1;0;0;0;1;0;0;0;0;0
Ldlrad3;-0,7;1911;1166;-0,6;1014;643;-0,1;665;598;0,32;38;46;1;1;1;0;1;1;1;0;0;0;0;0
AI314180;0,12;414;441;-0,65;817;499;0,02;629;615;-0,09;614;555;1;1;1;1;1;1;1;1;0;0;0;0
Sparc;0,39;42176;54582;0,3;22706;26903;-0,28;22894;18250;-0,51;36039;24349;1;1;1;1;1;1;1;1;0;0;0;0
Gm29367;NA;0;0;0,12;17;18;0,16;27;29;0,29;31;36;0;0;0;1;0;0;1;0;0;0;0;0
Fes;0,76;552;917;1,55;69;195;0,66;62;94;-0,66;1996;1204;1;0;1;1;1;1;0;1;0;0;0;1
Magt1;0,02;962;963;0,9;422;749;0,18;1087;1175;0,43;1839;2366;1;1;1;1;1;1;1;1;0;0;0;0
Creb3l4;-2,16;67;14;-0,59;21;13;-0,54;53;35;0,02;3;3;1;0;1;0;0;0;1;0;0;0;0;0
Prg4;1,19;35;82;1,17;2137;4561;-1,13;27;11;0,87;13;25;0;1;0;0;0;1;0;0;0;0;0;0
Pot1b;-1,61;62;19;1,65;20;63;-0,56;59;39;-1,35;69;25;1;0;1;1;0;1;1;0;1;0;0;0
Srsf5;-0,15;1626;1442;-0,28;1426;1123;0,11;1612;1670;-0,63;2728;1684;1;1;1;1;1;1;1;1;0;0;0;0
Gm44645;NA;0;0;-0,33;20;15;-0,68;54;32;-0,65;2;1;0;0;1;0;0;0;1;0;0;0;0;0
Piezo1;0,35;1062;1336;1,14;245;521;1,03;89;176;0,41;400;510;1;1;1;1;1;1;1;1;0;0;0;0
Ifi211;1,69;2;8;2,94;3;31;2,29;1;11;3,2;7;72;0;0;0;0;0;1;0;1;0;1;0;1
Papd5;-0,33;155;121;1,38;30;77;-0,1;142;129;-0,25;201;163;1;0;1;1;1;1;1;1;0;0;0;0
Nsd2;-0,24;172;143;1,03;121;237;0,26;181;208;0,79;157;261;1;1;1;1;1;1;1;1;0;0;0;0
Kif3a;-0,29;414;334;-0,65;955;588;-0,1;933;844;0,16;211;225;1;1;1;1;1;1;1;1;0;0;0;0
Enox1;1,07;1;5;1,31;10;24;0,99;101;195;-0,5;1;0;0;0;1;0;0;0;1;0;0;0;0;0
Notch1;0,29;2517;3026;-0,61;2925;1843;-0,1;2967;2684;-0,53;845;560;1;1;1;1;1;1;1;1;0;0;0;0
St6galnac4;0,12;811;864;1,01;419;801;0,01;683;664;0,05;2904;2876;1;1;1;1;1;1;1;1;0;0;0;0
Rnf157;1,33;0;1;0,5;14;20;-0,33;83;64;-0,91;65;33;0;0;1;1;0;0;1;1;0;0;0;0
Dpm2;-0,17;695;610;0,52;398;545;-0,02;669;632;0,31;607;724;1;1;1;1;1;1;1;1;0;0;0;0
Cdkn2c;-0,82;205;114;-0,72;268;156;-0,27;131;104;0,16;64;68;1;1;1;1;1;1;1;1;0;0;0;0
Cxcr2;6,47;0;82;6,06;3;274;3,39;5;58;1,71;39;124;0;0;0;1;1;0;1;1;1;0;0;1
Plin5;0,78;7;12;-1,84;28;7;-0,43;557;403;0,93;1;2;0;0;1;0;0;0;1;0;0;0;0;0
Mef2c;-0,09;1254;1158;-0,74;5254;3042;-0,11;268;238;-0,76;6935;3938;1;1;1;1;1;1;1;1;0;0;0;1
Sox12;-0,09;5;5;-0,18;19;16;-0,4;34;25;-1,61;3;0;0;0;1;0;0;0;0;0;0;0;0;0
Baiap2;-0,45;1297;936;-0,94;451;226;0,15;450;485;0,52;162;222;1;1;1;1;1;1;1;1;0;0;0;0
Txndc16;-0,61;351;227;-0,76;510;289;0,2;1256;1370;-0,31;387;299;1;1;1;1;1;1;1;1;0;0;0;0
Dnmbp;-0,17;427;371;-0,48;837;574;-0,14;369;322;-0,76;450;253;1;1;1;1;1;1;1;1;0;0;0;0
Hbs1l;-0,18;498;432;-0,92;658;337;0,24;500;570;-0,16;356;304;1;1;1;1;1;1;1;1;0;0;0;0
Cwc22;-0,99;250;124;-0,8;248;135;0,33;115;141;0,04;189;186;1;1;1;1;1;1;1;1;0;0;0;0
Hmox1;3,15;363;3162;2,53;443;2411;3,43;425;4424;1,92;1996;7230;1;0;1;1;1;1;1;1;1;0;1;1
Rab37;-0,11;1;1;-0,35;20;15;-0,05;55;51;0,08;5;5;0;0;1;0;0;0;1;0;0;0;0;0
Zfp281;0,14;376;406;0,45;612;800;0,77;816;1331;0,24;451;513;1;1;1;1;1;1;1;1;0;0;0;0
Rps15a;0,02;989;989;0,47;598;795;0,65;336;508;0,88;1038;1834;1;1;1;1;1;1;1;1;0;0;0;0
Rps26;0,18;1028;1144;0,62;546;803;0,64;380;568;1,02;948;1843;1;1;1;1;1;1;1;1;0;0;0;0
Vil1;-0,12;670;610;-0,88;23;11;-0,85;11;6;0,03;3;3;1;0;0;0;1;0;0;0;0;0;0;0
Tceal3;1,11;6;15;-0,61;21;13;-0,13;128;112;-0,85;0;0;0;0;1;0;0;0;1;0;0;0;0;0
1700007K13Rik;-1,08;17;7;-0,42;20;14;-0,53;354;240;-0,47;5;3;0;0;1;0;0;0;1;0;0;0;0;0
Psmb9;-0,81;843;474;1,39;46;116;0,5;50;68;-0,53;654;432;1;1;0;1;1;1;1;1;0;0;0;0
Scn4b;-3,12;46;4;-0,7;3721;2220;1,86;2;11;-0,32;16;12;0;1;0;0;0;1;0;0;0;0;0;0
Ppp1r3c;-0,01;14;14;-0,62;898;560;-0,07;1665;1541;-1,12;36;15;0;1;1;1;0;1;1;0;0;0;0;0
C330007P06Rik;-0,73;440;260;-0,51;571;385;0,49;316;426;-0,36;374;280;1;1;1;1;1;1;1;1;0;0;0;0
Slirp;-0,34;775;603;0,71;330;517;0,11;516;533;1,34;428;1044;1;1;1;1;1;1;1;1;0;0;0;1
Asb1;0,28;140;169;-0,53;450;299;0,01;273;264;-0,46;140;97;0;1;1;1;0;1;1;0;0;0;0;0
H2-DMb2;-0,14;11;10;4,94;0;32;0,53;2;3;-1,63;153;46;0;0;0;1;0;0;0;0;0;0;0;1
Gm6560;1,26;34;83;0,86;49;85;0,41;37;48;2,22;23;111;1;1;1;1;1;1;1;1;1;0;0;1
Rmnd5a;-0,61;442;285;-0,63;551;342;-0,03;248;233;-1,25;308;124;1;1;1;1;1;1;1;1;0;0;0;1
AI413582;-0,67;350;217;1,08;81;164;0;651;622;0,27;561;651;1;1;1;1;1;1;1;1;0;0;0;0
Gm11914;-0,29;15;12;-0,03;17;16;-0,1;8;7;0,96;1;3;0;0;0;0;0;1;0;0;0;0;0;0
Rpl7a;0,25;1432;1684;0,44;1025;1325;0,47;660;881;0,81;1318;2213;1;1;1;1;1;1;1;1;0;0;0;0
Slamf8;5,45;0;39;3,9;4;70;1,53;8;24;0,38;369;459;0;0;0;1;0;0;0;1;0;0;0;0
Trps1;-0,46;198;140;-1,1;305;137;0;1159;1127;0,21;74;82;1;1;1;1;1;1;1;1;0;0;0;0
Atp2b4;-0,94;190;97;-0,66;1475;900;-0,12;121;108;1,96;6;26;1;1;1;0;1;1;1;0;0;0;0;0
Zcchc24;-0,47;238;169;0,87;223;393;0,04;1638;1622;-0,11;216;193;1;1;1;1;1;1;1;1;0;0;0;0
Api5;0,01;1642;1623;-0,34;2488;1889;0,32;1291;1551;0,48;1562;2097;1;1;1;1;1;1;1;1;0;0;0;0
Ptp4a2;-0,1;2558;2357;0,33;1508;1822;0,01;827;799;-0,08;2388;2159;1;1;1;1;1;1;1;1;0;0;0;0
Dgat1;0,3;377;454;-0,49;385;262;-0,31;898;703;0,22;373;416;1;1;1;1;1;1;1;1;0;0;0;0
Rnf128;2,9;37;282;4,95;12;382;1,35;103;254;1,84;980;3367;0;0;1;1;0;0;1;1;0;0;0;1
Atg16l1;-0,43;422;309;-0,67;701;424;-0,12;467;414;-0,32;520;398;1;1;1;1;0;1;1;1;0;0;0;0
Meg3;1,27;0;3;0,05;16;17;1,36;33;83;-0,63;1;0;0;0;1;0;0;0;0;0;0;0;0;0
Pilrb1;1,73;8;29;5,13;0;32;2,35;0;6;2,01;41;165;0;0;0;1;0;0;0;1;0;0;0;1
Slc7a8;0,64;234;354;2,19;135;585;2,29;191;907;-0,22;5559;4576;0;0;1;1;1;1;1;1;0;0;1;0
Pik3r5;2,22;79;361;2,3;29;143;1,16;72;155;-0,17;1654;1404;0;0;0;1;1;1;0;1;0;0;0;0
Cgref1;1,81;19;68;3,47;1;25;2,23;46;212;0,72;9;15;0;0;0;0;1;0;1;0;0;0;0;0
Mrpl35;-0,05;648;618;0,44;526;685;0,04;477;473;1,04;405;800;1;1;1;1;1;1;1;1;0;0;0;1
6430562O15Rik;2,84;11;85;0,05;16;17;1,63;5;17;-0,3;3;2;0;0;0;0;1;0;0;0;0;0;0;0
Lsm5;-0,76;199;116;0,94;42;80;0,04;70;69;1,54;81;229;1;1;1;1;1;1;1;1;0;0;0;0
Gm26510;-1,26;179;73;-0,68;21;12;0,49;1;2;0,02;67;65;1;0;0;1;1;0;0;1;0;0;0;0
Calb1;-1,85;3;0;-5,12;34;0;-0,63;203;128;0,35;1;2;0;0;1;0;0;0;1;0;0;0;0;0
Enpp4;-0,31;1951;1550;0,78;341;565;0,15;2070;2190;-0,32;611;471;1;1;1;1;1;1;1;1;0;0;0;0
Mgst1;-0,62;1544;993;1,21;255;561;-0,36;2321;1748;1,22;36;82;1;1;1;0;1;1;1;1;0;0;0;0
Gm42899;NA;0;0;0,1;16;17;-0,65;91;55;1,3;0;1;0;0;1;0;0;0;1;0;0;0;0;0
Nudt22;0,11;239;256;0,86;162;282;0,24;365;415;0,03;278;272;1;1;1;1;1;1;1;1;0;0;0;0
Slc44a3;4,58;0;21;0,93;11;22;0,43;62;82;-1,45;2;0;0;0;1;0;0;0;0;0;0;0;0;0
Gm8186;-0,81;82;45;0,91;18;34;-0,02;18;17;0,84;30;52;1;0;0;1;1;1;0;1;0;0;0;0
Riok1;0,18;320;358;0,79;227;377;0,2;267;294;0,31;342;406;1;1;1;1;1;1;1;1;0;0;0;0
Olfml2a;-0,53;477;323;-0,78;5535;3112;-0,57;278;182;0,22;34;38;1;1;1;0;0;1;1;0;0;0;0;0
Sbno1;-0,53;1012;692;-0,42;1148;823;0,07;833;843;0,13;908;954;1;1;1;1;1;1;1;1;0;0;0;0
Tmod3;0,07;4911;5057;0,57;2283;3258;0,69;481;749;0,09;1163;1188;1;1;1;1;1;1;1;1;0;0;0;0
Bex1;-3,59;18;0;0,56;13;20;0,53;33;47;0,23;2;2;0;0;1;0;0;0;1;0;0;0;0;0
Ifi207;2,79;10;77;3,71;8;117;2,32;14;70;1,95;188;697;0;0;0;1;0;0;0;1;0;0;0;1
Mrps28;0,2;416;473;0,46;334;441;0,4;383;486;1,19;399;872;1;1;1;1;1;1;1;1;0;0;0;1
Birc3;0,55;571;820;0,45;330;433;0,85;75;130;-0,48;1246;854;1;1;1;1;1;1;1;1;0;0;0;0
Socs2;-0,32;575;453;0,71;107;169;0,85;46;81;2,19;26;119;1;1;0;0;1;1;1;1;0;0;0;1
E130215H24Rik;0,21;2;2;-0,52;20;13;-0,56;59;39;-0,52;50;33;0;0;1;1;0;0;0;1;0;0;0;0
Car11;-0,41;15;11;-0,86;122;64;-0,52;204;137;-0,29;20;15;0;1;1;0;0;1;1;0;0;0;0;0
Haus8;0,15;149;163;-0,57;570;365;0,83;114;196;-0,13;249;219;1;1;1;1;1;1;1;1;0;0;0;0
Tnfrsf14;-0,22;19;16;0,7;12;20;-0,12;1;1;-1,39;87;31;0;0;0;1;0;0;0;1;0;0;0;1
Ttll5;0,16;134;148;-0,76;286;161;0,26;337;386;-0,98;74;35;1;1;1;1;1;1;1;0;0;0;0;0
Gja4;0,47;1180;1601;-0,38;11352;8386;-0,68;154;93;0,95;45;86;1;1;0;1;1;1;0;1;0;0;0;0
Rbck1;-0,27;1824;1485;-0,43;1713;1213;0,1;953;978;-0,24;1534;1244;1;1;1;1;1;1;1;1;0;0;0;0
Kdelr3;0,9;101;186;0,73;349;558;0,52;152;212;1,27;11;27;1;1;1;0;1;1;1;0;0;1;0;0
